,index,번호,제목,평점,감상평
6724,9,18132584,카오스 워킹,6,나는 도트 휴잇만 머리속에 맴돈다
6725,0,18132583,엔칸토: 마법의 세계,10,영상미 반짝반짝
6726,1,18132582,주토피아,10,주디가 어렸을때 경찰복입고 친구들을 위해 희생까지 하면서 도와준거 인상이 깊었고 주디가 열차타고 가젤노래가 나올때 가슴이 웅장했습니다
6727,2,18132581,브로커,2,졸았어요. 캐릭터들이 공감이 안가요.. 칸 기준이 무엇인지 전 모르겠요
6728,3,18132580,브로커,2,뭔가 주제가 있는듯하나 명확하게 전달이안되고 감동을 주려했으나 부족했고 연기자들의 연기는 평범한듯 (못했다는것이 아님)계속되는 지루함에 연기가 묻힌듯...단체관람 했는데 단 한명도 영화이야기를 하는 사람이 없었다면 영화가 어떠했는지 말 다한듯개인의 취향이니 보실분은 보세요
6729,4,18132579,셰터드,6,뻔한 싸이코 스토리이나 여주들 감상이 훨씬 기억에 남는 영화..
6730,5,18132578,리슨,10,아동복지에 대하여
6731,6,18132576,그대가 조국,10,누구나 조국이 될 수 있다. 조국에게..큰빚을 졌다..
6732,7,18132575,브로커,8,"잔잔한데 지루하지않아 좋았다 빠른전개 스릴 액션을 좋아하면 보지말도록 같이간 일행 지루하다고 찡얼찡얼…배두나의 덤덤한연기, 아이유의 고객아니었으면 존나팼어 찰진대사가 계속 기억난다 살짝 살짝 유머도 들어있고 울컥울컥하면서 봤습니다"
6733,8,18132574,티탄,10,엄청난 영화..
6734,0,18132573,쥬라기 월드: 도미니언,10,너무재밌어요ㅣㅎㅎㅎ
6735,1,18132572,그대가 조국,10,잘봤습니다. 진실이 필요한 나날입니다.
6736,2,18132571,매트릭스,10,우리는 모두 매트릭스 속에서
6737,3,18132570,쥬라기 월드: 도미니언,10,나는 괜찮았음 초반엔 지루한면이 있었음후반에 주인공이 오토바이 타는 장면부터가 재밌음
6738,4,18132569,킹스맨: 퍼스트 에이전트,10,딱 기대한 정도의 영화
6739,5,18132568,스파이더맨: 노 웨이 홈,10,스파이더팬들을 위한
6740,6,18132567,매트릭스: 리저렉션,10,매트릭스 시리즈를 보는 것만으로 좋다.
6741,7,18132566,신데렐라 2: 마법에 걸린 왕자,10,아이가 좋아할만한
6742,8,18132565,범죄도시2,10,마동석 액션은 항상 옳다♡
6743,9,18132564,그대가 조국,1,..잘 모르겠네요 ..흠....
6744,0,18132563,그대가 조국,10,언론은 말하지 않는 진실들
6745,1,18132562,씽2게더,10,코로나 이후 콘서트 못가서 우울하던 나에게 영화관에서 보여준 콘서트
6746,2,18132561,그대가 조국,10,진실이 어떻게 거짓으로 날조되는지 적나라하게 보여주는 영화임.
6747,3,18132560,브로커,10,재밌는데 왜 욕해 보지마든가
6748,4,18132559,공기인형,10,정말 오랜만에 이해하지 않아도 느낄 수 있는 영화를 봤다.
6749,5,18132558,브로커,1,영화 보면서 이렇게 지루하다니 이잰 칸영화제 나간건 다 안본다.
6750,6,18132557,브로커,2,잔잔하다 못해 고요한 영화평점 처음 남겨보네요…
6751,7,18132556,스펜서,10,"영화관에서 보기 좋은 영상미, 크리스틴의 연기"
6752,8,18132555,신비한 동물사전,10,시리즈 중에 제일 재밌던 1편
6753,9,18132554,피아니스트,10,유대인들이 당했을 고통을 생각하니 눈물이 너무나서 혼났어요 너무 좋은영화 잘봫어요
6754,0,18132553,범죄도시2,8,장이수가 진국이다
6755,1,18132552,그대가 조국,10,고맙습니다. 고마운분들이 너무많은데
6756,2,18132551,루이스 웨인: 사랑을 그린 고양이 화가,10,"베네딕트 연기가 참 좋았고, 영화연출도 좋았다."
6757,3,18132549,범죄도시2,10,와 장첸 뛰어넘을 수 있을까 햇는데 이걸 해내네... 액션도 미쳤고 웃기기도 개웃기고 그냥 10점임 ㅠㅠ
6758,4,18132550,브로커,10,잔잔하게 마음을 적시는 영화. 무엇보다 배우분들의 연기가 정말 감동적이고 좋았으며 영화 속 메세지가 어느새 맘속에 스며든 기분과 함께 먹먹하게 영화관을 나오게 된다...
6759,5,18132548,닥터 스트레인지: 대혼돈의 멀티버스,10,완다 행복해라
6760,6,18132547,브로커,10,와 진짜.... 너무재밌다....
6761,7,18132546,신비한 동물들과 덤블도어의 비밀,8,신비한 동물들을 볼 수 있어서 좋다
6762,8,18132545,쥬라기 월드: 도미니언,6,추억은 메뚜기와 함께
6763,9,18132544,범죄도시2,10,너무 통쾌하고 재밌었다 마동석이 싸다구날릴때마다 스트레스 풀리고 손석구 연기 너무잘해
6764,0,18132543,브로커,10,"우리 시대에 꼭 필요한 소재를 가지고 감성이라는 방식으로 풀어 냈는데, 저는 그 감성이 좋았던 것 같아요. 한 생명을 위해 모두가 돕고, 이상한 가족이 괜찮은 가족이 되는 판타지."
6765,1,18132542,배드 가이즈,10,늑대 여우 이런 캐릭터는 언제나 옳다
6766,2,18132541,행복을 찾아서,8,"너무 불행하고 힘겨운 삶을 표현하는데 집중하다보니 ""행복을 찾아서""라기보다 ""고통을 넘어서""인 느낌? 결국 안정된 돈벌이 없으면 인생은 시궁창이라는 교훈을 준다는 의미에서 매우 현실적이고 생산적인 영화임"
6767,3,18132540,범죄도시2,1,최악의 천만 영화! 시기가 잘 맞아 천만이 되는 구나! 100분인게 다행 길었으면 욕나왔을뻔 ㅠㅠ 감상포인트는 없는데 고를게 없어서 ost ㅋㅋ
6768,4,18132539,브로커,2,잔잔한데 재밌는것도 아니고 걍 재미없어요 ㅋㅋ
6769,5,18132538,브로커,1,보고싶으면 배우 팬심 확인하러 가보세요진짜 개연성 스토리 말아 먹음
6770,6,18132537,범죄도시2,10,이거 정말 장난아니네요 최고
6771,7,18132536,7광구,1,완전 노잼 괴물에 나오는 괴물이랑 괴물이 비슷함 창의적이지못하고 연기도별로고 시간 아까브
6772,8,18132535,범죄도시2,10,1000만 갑시다ㅏㅏㅏ 19세 장첸은 청불이라 못한 천만 한을 푸는것 같네요 구씨의 도른자의 눈빛 미친자의 몸짓이 무서웠고 정장씬은 살인만데도 살짝 반했다는 +.+ 마씨는 솥뚜껑 만한 손으로 뚝배기를 깨고 다니시고 ㅋㅋㅋㅋ 첵오 음향효과가 한몫해서 액션씬이 더 빛났던것 같네요 잘봤어요 또보러 갈꼬에용 ㅋㅋ 3도 기대해 봅니다 ??
6773,9,18132534,윤시내가 사라졌다,10,한번 보고 여운이 남아서 두번 보고싶은 영ㅅ놔
6774,0,18132534,윤시내가 사라졌다,10,한번 보고 여운이 남아서 두번 보고싶은 영ㅅ놔
6775,1,18132533,브로커,10,배우연기들이너무조아요
6776,2,18132532,브로커,4,해진아 잘봤다. 챔피언스리그 가즈아~
6777,3,18132531,"당신, 거기 있어줄래요",8,"잘봤어요 .,.~~~~"
6778,4,18132530,범죄도시2,9,한국형 영웅의 귀환~ 범죄도시 유니버스 만들어도 잼날듯
6779,5,18132529,브로커,1,그냥 그런저럭 감동적인 영화..
6780,6,18132528,남한산성,8,나쁜건건아니지만 지루한건사실
6781,7,18132524,범죄도시2,10,세상에 범죄도시1보다 재미있을 줄이야...
6782,8,18132523,연애 빠진 로맨스,10,주변에 있을법한 이야기 무엇보다 두 주연의 케미와 연기가 좋음
6783,0,18132522,범죄도시2,10,믿고보는 범죄도시
6784,1,18132521,브로커,1,너무 지루했음 ost도 너무구린것 같음
6785,2,18132520,킹메이커,4,이선균씨 발음이 너무 거북하네요알아듣지도 못할만큼 빠르고 OO음이 새는데다 안으로 먹는소리라서 듣기 거북했어요연기자들 지방 사투리 구사도 엉망이었어요설경구씨 연기만 연기다웠다고 할까.우리나라 정치란...영화 자체는 좋았어요
6786,3,18132519,범죄도시2,10,재밌게 잘봤고 또 보고싶은 영화다.
6787,4,18132518,브로커,2,아니 재미도 없지만 영화가 설명하려는게 뭔지 긍금하고 답답해서 미칠거같은데 끝남…발라드를 듣는데 어디하나 하이라이트없이 계속 초입만 부르는느낌
6788,5,18132517,브로커,2,지루한데 산만해요 ...대사도 너무 어색한 말투나 단어가 많고 뭔가 억지감동.. 연기는 송강호님 말고는 기억에 안남네요
6789,6,18132516,브로커,7,"위선을 선의로 치환하려는 시도이자, 아이는 사회가 함께 키우자는 운동."
6790,7,18132515,오마주,6,엔딩곡 궁금해 하시는분 있어서 이태리정원 - 최승희영화'박열'OST로도 삽입된적 있습니다.영화는 잔잔하고 좋았는데 뭐 그냥 나랑은 안맞는것 같고 조금 늘어짐.
6791,8,18132514,브로커,3,"가족에 관란 부분으로 영화화를 많이 하는 감독이라 좋아한다. ㅁ 근데 이번엔 칸에 갔다는 것을????ㅁ 도대체 뭘 보여주고 싶은 것일까ㅁ 주제는 무겁고, 들어가있는 인물들의 서사들은 중구남방이고 ㅁ"
6792,9,18132513,브로커,2,음...기대하고 봤는데 너무 개봉하자마자 봤나봐요..너무 지루하고 보기힘들었어요..공짜표였는데도 힘들었어요 ㅠㅠ
6793,0,18132511,브로커,1,이게 뭐지 화가 너무나네 재미없어서 ㅡㅡ
6794,1,18132510,콩: 스컬 아일랜드,10,결말도 좋고 재밌어요!!!
6795,2,18132509,브로커,1,와 ㅆ.발진짜 33년살면서 영화보다중간에 나온거처음이다 하 집에서 게임이나할걸
6796,3,18132508,브로커,1,보는 내내 지루하고 넷플에서 볼수있는 흔한 단막극같았다. 배두나의 독백씬이 불필요하게 많고 티켓돈이 아까움.
6797,4,18132507,그대가 조국,1,죄를 지었으면 벌을 받아야지 ㅋㅋㅋ 무슨 가혹?? 결론은 죄를 지었잖아~~ 눈물이 증거야??ㅋㅋㅋㅋ
6798,5,18132506,브로커,6,그냥 일본영화 그자체였음 잔잔그자체 아이유가 태어나줘서 고마워 말하지 않길 바랬는데 진짜 4번이나 말해서 손발 사라지는줄
6799,6,18132505,브로커,1,영화제 수상작과 재미와 명작은 별개
6800,7,18132503,브로커,9,"잔잔한 영화인데 몰입하게 만들어요. 배우들 연기 다 좋았구요. 억지 눈물 짜내지않아서 좋았어요. 버려진아이들, 입양에 대해서 많은 생각을 하게 해주네요. 영화 잘 봤습니다."
6801,0,18132501,브로커,1,뭔 내용을 말하는건지 모르겠음
6802,1,18132500,브로커,1,자다가 결말을 못 봄..
6803,2,18132499,브로커,2,그 축구공 소년때문에 나의 모든 감정선이 꼬이게 될줄이야...
6804,3,18132498,브로커,7,스토리가 좀 아쉽지만 잔잔한데도 불구하고 음악이 좋고 지루하지 않게 봤어요.
6805,4,18132497,브로커,1,"특별한 소재도 아니고 전개도 뻔함 결말도 별로고 이 캐스팅에 이것밖에 할 수 없다니 ,,"
6806,5,18132496,브로커,6,글쎄...상받을 정도의 영화인지
6807,6,18132495,브로커,9,이런 장르 안 좋아하시는 분들은 지루하게 느껴질 수 있는 영화지만 전 너무 좋았습니다~~ 잔잔하게 몰입해서 볼 수 있었어요 배두나님 연기가 너무 좋았어요
6808,7,18132494,브로커,10,칸 영화제에서 상 받은 이유가 있네요
6809,8,18132492,범죄도시2,10,좋다 진짜 추천드립니다
6810,0,18132491,범죄도시2,10,간만에스트레스제대로풀어준액션영상
6811,1,18132490,브로커,10,막 터지는거 좋아하는사람은 싫어할듯.난 잔잔하고 감동스러운 영화 좋아해서 정말 재미있게봤음.
6812,2,18132489,브로커,2,뭐 하자는 거지? ㅋㅋㅋ
6813,3,18132488,브로커,2,이지은 아이유를 너무 높이 평가한 영화
6814,4,18132485,브로커,4,생각보다 지루하고 스토리 전개도 너무 느리고실망가득
6815,5,18132484,브로커,2,칸에 갈 영화가 맞나??
6816,6,18132483,쥬라기 월드: 도미니언,2,정말재밌었습니다 다시 보러갈생각 잇읍니다
6817,7,18132482,닥터 스트레인지: 대혼돈의 멀티버스,10,최고최고역시최고오
6818,0,18132481,브로커,2,진짜 ? 먼내용임? 응?
6819,1,18132480,브로커,10,호불호 갈리는 휴먼드라마
6820,2,18132479,브로커,2,기대를 너무한게 문제였나... 연기는 진짜 최곤데 감독이 뭘 말하고 싶은지가 궁금하고 쓸때없이 러닝타임만 잡아먹는 장면도 좀 많았음
6821,3,18132478,브로커,1,지금 영화관에서 보고 있는데 난 알바도 아니다..진짜 배우 캐스팅에 비해 너무 안타깝고. 진짜로 재미없고 지루하고 내용전개도 느리고 감동도 없다 하품만 계속나고 지금 빨리 끝났으면 좋겠다.와 역대급 영화관에서 보고 후회 해본적 처음이다 박스비1위라는데 이건 거짓말 진짜 재미없다. 보지마세요.아짱나. 진짜..대박임ㅡㅡ
6822,4,18132477,쥬라기 월드: 도미니언,10,아들과 나의 연결고리. 쥬라기 시리즈
6823,5,18132476,브로커,6,흠...너무 기대를 했던 탓일까요~배우들의 연기는 너무 좋았지만..좀 지루한 감이 없지 않아 있네요..좋은 배우들이 출연한 독립영화같은 느낌이랄까!!!
6824,6,18132475,해리 포터와 마법사의 돌,10,제 인생의 한줄기 빛같은 영화 마법 그 자체에요
6825,7,18132474,브로커,1,초반 피아노부터 굉장히 이해가 가질 않고 이게 돈많은 감독준비생의 3류영화보다 못한 졸작같은 영화 아니 난 일본 감독이라 내가 이해를 못하나 하고 참고봣는데 그래도너무하지 않나 싶은데 연기말고 볼게 있나 싶은데
6826,8,18132473,브로커,1,진짜 개 최악이다 제발 보지 마라 소원이다
6827,9,18132472,브로커,8,전 전체적으로 좋았어요
6828,0,18132471,범죄도시2,8,제작비는 많이뽑을듯~
6829,1,18132469,범죄도시2,7,초반 강해상 등장씬이 매우 인상적인데 반해 중후반 포스가 덜해서 아쉽. 마동석에게 좀 대등하게 비빌 수 있는 슈퍼악당이 보고싶음.
6830,2,18132468,범죄도시2,10,재미있게 봤어요그래도 1편이더 좋아요장이수 최고네요
6831,3,18132466,범죄도시2,10,너무재밌어서 두번봤음 두번봐도재밌음
6832,4,18132465,브로커,10,이 영화을 보고서 더시한번 거족을 생각 하고 소중함을 새삼 느끼게 한 영화이네요.지인들에게 브로커 추천 했습니다.
6833,5,18132464,연애소설,10,"너무 좋은 영화 만들어주셔서 감독/출연진 , 관계자분들 너무 감사드립니다"
6834,6,18132463,극장판 주술회전 0,10,너무 너무 재미있습니다. 완전 감동
6835,7,18132462,그대가 조국,10,보는 내내 조국장관에 대한 미안함이 검찰과 언론에 대한 분노로 가슴이 먹먹했다
6836,8,18132461,소원,10,정말 가슴이 아팠습니다. 아동 성범죄자들 제대로 처벌해야 합니다.
6837,0,18132460,함정,8,"옆에 아내가 버젓이 있는데도 대놓고 바람피고, 너무 앞뒤 없이 죽여 현실성은 떨어지지만, 마동석 연기와 베드신이 좋았음."
6838,1,18132459,브로커,2,딴거 봐라....하..
6839,2,18132458,범죄도시2,10,내가 하얼빈 장첸이야~~~~ㅋㅋㅋ
6840,3,18132457,범죄도시2,10,손석구는한마리의짐승이었다
6841,4,18132456,피는 물보다 진하다,6,"클레멘타인 영화 비교하면 이 영화가 액숀?은 윈 ㅡㅡ, ㅋ 가볍게 티비 드라마본다고 생각하고감상하길..."
6842,5,18132455,브로커,10,폭력 액션 영화에만 길들여 있으면 재미 없을 수도 있습니다 하지만 그렇다고 6점은 나로서는 인정하기 어렵습니다 나는 정말 영화 감동적으로 보았습니다 가장 현실의 어두움을 보여주는 리얼이티 추구함으로서 감동과 인생의 의미를 생각하게 해주는 힘이 영화의 힘이라고 생각합니다
6843,6,18132454,이웃집 토토로,10,20년이 지나고 다시 봐도 너무 재밌습니다
6844,7,18132453,남산의 부장들,8,불편하노 이기 개쐉도 쉬키들~~앵삼이도 대통영아이가~ 하이고야 재잉니도 대통령이고마~
6845,8,18132450,쥬라기 월드: 도미니언,2,진짜 너무 재미없고..이게 뭔지 내가만들어도 이거보다 재밌겠다..
6846,0,18132449,윤시내가 사라졌다,10,강력추천... 더 잘되길
6847,1,18132448,브로커,1,기생충의 송강호+나의 아저씨의 아이유+비밀의 숲의 배두나가 만난 느낌
6848,2,18132447,브로커,2,여태 본 영화중 제일 노잼2시간 20분동안 보면서 언젠가는 빵 터트리는재미가 있겠지 인내를 가지고 봤지만끝까지 없었다…연기력도 평가할만한장면도 찾지 못한 아주 평범한…범죄의도시나볼껄….ㅡㅡ
6849,3,18132445,브로커,1,배우분들의... 연기력이... 너무 아까워요 .
6850,4,18132444,브로커,7,기대하고 보면 별로일듯.그냥 잔잔하게 보기 좋은 영화였습니다.
6851,5,18132443,그대가 조국,10,우리나라 살아있는 역사이지요. 에라이 검찰.퉤!
6852,6,18132442,쥬라기 월드: 도미니언,10,나 공룡영화 좋아하네?짱잼있네?
6853,7,18132441,쥬라기 월드: 도미니언,1,스토리 전개 음악 모두 정신없음
6854,8,18132440,브로커,10,세상에 태어나줘서 고마운 사람들만 가득하길.
6855,9,18132439,범죄도시2,8,"재미는 놓치지 않고, 속편은 더 탄탄하게"
6856,0,18132438,쥬라기 월드: 도미니언,6,"보호나 통제가 아닌, 소통과 교감에 답이"
6857,1,18132437,브로커,10,지루하다 싶다가 어느새 몰입하게되었고끝날때쯤 갑자기 눈물이 폭~쏟아지더니..집에오는 내내 가슴이 묵직해져.. 자꾸만 눈감고 되새김질하게되는 장면들..영화보구나서 이렇게 짙은여운이 남았던게 얼마만인지..
6858,2,18132436,브로커,10,첨에 보고 나올땐 뭐지.. 무슨 말을 하고싶었던 걸까 감독 의도를 많이 되짚었는데 밤되니까 계속 생각하게 되네요.. 이해가 안되는데 공감하게 되는걸 의도한 것 같네요. 캐릭터의 행동에 이해가 안되지만 공감이 충분히 되면서 계속 생각나게 되는 영화입니다.. 잔잔한 영화 좋아하면 영화 괜찮게 볼 듯
6859,3,18132435,범죄도시2,10,너무 재밌다 마동석 형님 연기 짱임 리얼 꼭 보시요
6860,4,18132434,그대가 조국,1,개 거지같은 조국을 위한 거짓 선동 영화
6861,5,18132432,브로커,2,초밥은 초장 간장찍어먹고싶은데 왜없냐고...
6862,6,18132431,범죄도시2,10,재밌어요 두번봤습니당
6863,7,18132429,브로커,1,그냥 한마디로 스토리가 엉망. 배우들이 아깝다고 생각드는 영화네요
6864,8,18132428,브로커,1,영화는 감독예술 이라던데 일본감성과 대사. 현실성 없는 이야기들. 일본에서 일본배우와 일본자본으로 이야기 했으면 달랐을것. 한글로 듣는 일본이야기 같았음. 기분이 묘하게 나쁨.. 일본 안사요. No japan.
6865,0,18132426,쥬라기 월드: 도미니언,9,솔직히 평점이 왜이렇게 낮은지 알수없음스토리 괜찮고 무엇보다 액션이 정말 괜찮습니다못볼정도 당연히 아니며 재미있습니다호불호는 있겠지만 못볼 정도의 영화 절대아님
6866,1,18132425,노트북,10,로맨스 영화 중 최고 재밌었고 감동적이고 여운이 깊게 남음
6867,2,18132423,그대가 조국,10,이미 알고 있는 내용이지만 보면 볼수록 화난다. 무소불위 검찰 정치적 중립도 지키지 않으면서 정치하는 검사 잘못해도 처벌 받지 않는 검사 대한민국 검찰은 반듯이 개혁 되어야 한다.
6868,3,18132422,브로커,1,진짜 역대급망작 대한민국망신작 이때까지 영화를 보면 내용이 재미가없어도 배우들로 커버가 가능할거라는 그런 생각을 완전히 깨버림 티켓값이 아까울정도임 범죄도시랑 같이 나와서 더심한듯
6869,4,18132421,어바웃 타임,10,영화 표지 색감까지 정말 잘뽑았고 레이첼 맥아담스 역시 예쁘고 영화자체도 좋았음
6870,5,18132420,브로커,8,평소 고레에다 감독님 영화를 다 찾아볼 정도로 좋아했는데 이 작품은 기대했던 것보다는 못했습니다. 하지만 미혼모와 버려지는 아이들(일본의 10배) 그러면서도 저조한 출산율을 들먹이는 한국사회의 모순과 어두운 현실을 예리하게 짚어준것 같아 굉장한 영화라고 생각합니다. 개연성이 떨어지는 부분도 있었지만 무엇보다 감정 과잉으로 흐르지 않은 연출이 좋았습니다. 배우들의 연기도 훌륭했고 생각할 거리를 많이 제공해주는 영화입니다!
6871,6,18132419,브로커,4,"이 좋은 배우들을 데리구,,,ㅎㅎ망할수있구나.. 뭘 전달할려는지 아무것도 모르겠음 ㅜ"
6872,7,18132418,써니,8,사실 이건 각본 자체가 너무나 완벽해서 어느나라에서 리메이크를 해도 성공할 수 있음. 일본도 일본스럽게 잘 표현했다.
6873,8,18132417,브로커,10,우리를 보살피는 우리.태어나 줘서 고맙다는 그 말이그렇게나 깊은 울림을 줄지 몰랐어.끝나고 흐르는 ost 자리를 못 뜨게 발목을 잡더라. 역시 고레에다 감독님
6874,9,18132416,낙원의 밤,10,아니 재밌는데…?? 신과함께는 명작이라고 빨면서 이거는 별점테러 한다고??? 신파가 뭔지도 모르는 사람들이시네
6875,0,18132415,브로커,2,내용 자체는 괜찮았으나 마냥 졸렸다. 실망.
6876,1,18132414,니 부모 얼굴이 보고 싶다,10,현실에서 있는 얘기 정말 부모들을 보면 자식의 교육이 얼마나 중요한지 영화 제목이 와닿네요
6877,2,18132413,브로커,1,강동원 송강호라는 탑배우가 나왔지만 전체적인 분위기가 우중충하고 기대이하..
6878,3,18132412,브로커,5,히로카즈 영화가 맞는지 의심했습니다. 적어도 이 브로커라는 영화는 관객들을 2시간동안 붙잡고 설득시킬 흡입력이 많이 부족한 작품입니다.
6879,4,18132410,뱅가드,2,어이가 없네. 중국어는 배웠으면서 중국문화는 안배워서 정의롭지 못하다? 참. 짱깨야 너들이 정의롭다고? 소수민족 다 쓸어담아 자유핍박하면서 주둥이라고 나불거리네. 아 진짜 보연서 열 받아. 아들빌미로 성룡 겁박하는게 이거였군.ㅜㅜ 성룡 불쌍타 쓰ㅂ 감상 포인트 하나도 없는데 안누르니 등록안되네
6880,5,18132409,그대가 조국,10,진실을 바로 알아야 합니다.마음이 많이 아프네요.많은 분들이 시청해 주시길요.잘 이겨내 주셔서 고맙습니다
6881,6,18132408,브로커,6,스시장인이 만든 김밥의 맛은...
6882,7,18132407,바람의 검심 최종장: 더 비기닝,10,사실 이걸 제일 먼저 찍었어야 하는데 순서상 주인공이 제일 어려보여야 하는 작품인데 세월이 많이 지나서 주인공이 나이 들어보이는 건 어쩔 수 없네 ㅠㅠ
6883,8,18132406,쥬라기 월드: 도미니언,10,간만에 너무 재밌게봤어요!
6884,0,18132405,스파이더맨: 뉴 유니버스,5,고구마 계속 먹이네 답답의 연속
6885,1,18132404,브로커,10,태어나줘서 고마워 이런 상투적인 말이라도 누가 나에게 해준적 없었던것 같다 위로받았어요
6886,2,18132403,브로커,10,잔잔하고 연기가 좋아요
6887,3,18132401,제보자,10,학창시절에 극장 가서 봤었는데 지금 다시 보니까 큰 메세지를 주는 영화였네요 . 진정한 어론에 대해서 생각해볼 수 있는 영화였습니다. 박해일 유연석 연기도 굿 ..
6888,4,18132400,브로커,1,그 아이돌빠들 좀만 혹평해도 비추 누르라고 팬커뮤에서 작업치는중
6889,5,18132399,브로커,10,영상미와 음악 + 고레에다스타일
6890,6,18132398,브로커,8,괜찮아요배우들 연기 굿
6891,7,18132396,범죄도시2,10,1편보다 더 재밌어요 시원한 액션 잘 봤습니다
6892,0,18132395,인민을 위해 복무하라,10,"은밀하고,치명적인 러브스토리와 그 과정에서의 여자의 유혹적인 매력은 순수한 내 마음과 여린 감정까지 그녀의 몸 속에 흡수되고 싶었던 영화여서 설레고,두근거리게 만들었다."
6893,1,18132394,범죄도시2,10,2시간동안 한번도 지루한 순간이 없었음
6894,2,18132392,브로커,2,그냥.. 그랬어요..ㅎㅎ 도대체 감독이 뭘 원했는지 잘 모르겠네요..? 배우들 연기는 나쁘지 않습니다만... 시간 버린 느낌이였어요.. 비추
6895,3,18132391,중경삼림,9,4년전에 처음 봤을때는 왕가위 스타일이 내 취향은 아니군 했었다. 근데 그후로 이 영화를 두번을 더 봄. 누구랑 같이 본것도 아님. 혼자 봄. 이번에 코엑스 새벽상영도 혼자 가서 보고나와서 포토카드 인쇄까지 했다. 내입장에서는 이상하고 아름다운 도깨비나라같은 영화.
6896,4,18132390,범죄도시2,9,"전편보다 전체적으로 좋아졌다.연기, 연출, 개그, 액션...잘 만든 한국 액션 코미디 영화!"
6897,5,18132389,브로커,1,그냥 나중에 150원 주고 다운받아서 보길.... 부산사투리면 영화 폭망 공식 ..
6898,6,18132388,쥬라기 월드: 도미니언,10,런닝타임이 긴데 하나도 안지루했어요 !너무 재미있던데요? 전편 안보고 갔는데도 내용 다 이해되요 전편 구매해서 집에서 보고싶을만큼 굿굿
6899,7,18132387,쥬라기 월드: 도미니언,6,4dx로 볼만하내요
6900,8,18132386,브로커,2,최고의 재료들을 갖다가 비빔밥을 만들어놨네
6901,9,18132385,뱅가드,1,개 잣 같 네... 잣 잣 잣
6902,0,18132384,범죄도시2,10,"너무너무너무너무재미있게보았어요. 세상재미있었어요, 범죄도시 1편을 너무 재미있게봐서 속편..사실 기대안했는데 이게웬걸정말 1편과 비슷하게 재미있네요."
6903,1,18132383,브로커,7,옆에 남친은 오열나는 띠용
6904,2,18132382,언차티드,8,이런류 좋아함. 전개도 빠르고 재밌었음
6905,3,18132381,뜨거운 피,5,실망이네...조폭다운 조폭도 아니고 뭘 말하고 싶은건지도 모르겠고...영화 바람의 후속편 인것같은 느낌은 뭔지
6906,4,18132379,브로커,1,졸음참느라 힘들었던 기억밖에 없네요..
6907,5,18132378,브로커,10,다들 연기도 잘하고 스토리도 좋아서 재밌게 봤습니다~
6908,6,18132377,쥬라기 월드: 도미니언,4,"2022년도의 기술력, 1990년대의 스토리와 연출"
6909,7,18132376,그대가 조국,10,이게 대한민국의 현실이다. 당신은 예외일줄 알지
6910,8,18132375,브로커,2,강동원 개호구 ㅜㅜ살면서 절대로 누구에게 선의를 베풀면 안된다는 교훈을 주는 영화
6911,9,18132374,달링,10,기대하지 않았지만 어느샌가 눈물이 맺혀있다.
6912,0,18132373,브로커,7,적정선을 잘 지킨 잔잔함. 다소 허망한 끝맺음. 고레에다 감독 특유의 '가족'에 대한 주제의식은 어김없이 등장. 지루하지 않게 극을 풀어가는 배우들의 열연을 보는 재미가 있음.
6913,1,18132372,브로커,7,"잔잔한 흐름으로 약간 루즈한면도 있고, 내용 흐름이 매끄럽지 않은 부분이 있으나 나쁘지는 않았다.칸 영화제 진출과 송강호 배우 수상에 의의를 두고 보면 괜찮은듯...아이유 아니 이지은은 예뻤다는 결론!"
6914,2,18132371,공기살인,6,아쉽다.. 좀 더 잘 만들 수 있었을 영화였을거 같은데.. 대사가.. 연출이.. 하아.. 아쉽네요.
6915,3,18132370,브로커,2,실망대실망이게 칸 출품작????
6916,4,18132369,브로커,4,영화보면서 처음으로 졸았던 영화..
6917,5,18132367,윤희에게,10,잔잔하고 은은한 영화~~그렇지만 그녀들의 삶은 참으로 아프고 그리움으로 가득했을겁니다.그래서 더욱 슬픈영화
6918,6,18132366,쥬라기 월드: 도미니언,7,공룡들끼리 싸우는 건 대체 왜 넣은걸까...티라노 주인공 만들기로 마무리 짓고 싶었는지 모르겠지만 억지스럽기만 하다...
6919,7,18132365,범죄도시2,8,킬링타임용으로 딱!나에겐 남는건 그의 가슴뿐이었다 껄껄
6920,8,18132364,범죄도시2,10,걍 재밌음 꼭보세용ㅎㅎ
6921,0,18132363,브로커,1,후반으로 갈수록 지루했음 비추
6922,1,18132362,브로커,1,진짜 송강호 이지은 강동원 3분의 연기력으로 이 영화는 정말 있을수 없어야 하는 영화가 아닌가 싶네요 정말
6923,2,18132361,쥬라기 월드: 도미니언,2,지금 보고 있는데 1시간 넘께 보고 잇는데 진심 그냥 나갈까 말까 고민중이다 ㅅㅂ
6924,3,18132360,애프터 양,10,오래도록 기억해두고 싶은 영화
6925,4,18132358,아이리시맨,9,지구방위대라고불리던레알마드리드가생각난다. 와~조페시
6926,5,18132357,캐시트럭,10,"오랜만에 본 웰메이드 액션 영화!민머리 주인공의 불사신 마성에 빠진다 ..계속 묘하게 긴장시키는 배경음악, 스토리 전개에 집중하게 된다. 난 진짜 재밌게 봄!"
6927,6,18132356,브로커,1,진짜 영화가 안끝나서 화난적은 처음이였어요…
6928,7,18132355,브로커,5,개봉당일 조조로 봤는데 돈 아까웠습니다
